title,year,numPages,DOI
A qualitative study on performance bugs.,2012,10,10.1109/MSR.2012.6224281
Problems and Solutions in Applying Continuous Integration and Delivery to 20 Open-Source Cyber-Physical Systems.,2022,12,10.1145/3524842.3527948
How open source projects use static code analysis tools in continuous integration pipelines.,2017,11,10.1109/MSR.2017.2
Was self-admitted technical debt removal a real removal?: an in-depth perspective.,2018,11,10.1145/3196398.3196423
Using Developer-Interaction Trails to Triage Change Requests.,2015,11,10.1109/MSR.2015.16
Impact analysis of change requests on source code based on interaction and commit histories.,2014,10,10.1145/2597073.2597096
On the Relationship between User Churn and Software Issues.,2020,11,10.1145/3379597.3387456
Improving efficiency in software maintenance.,2011,4,10.1145/1985441.1985474
A Mutation-Guided Assessment of Acceleration Approaches for Continuous Integration: An Empirical Study of YourBase.,2024,13,10.1145/3643991.3644914
ConPan: a tool to analyze packages in software containers.,2019,5,10.1109/MSR.2019.00089
"Helm Charts for Kubernetes Applications: Evolution, Outdatedness and Security Risks.",2023,11,10.1109/MSR59073.2023.00078
Identifying Versions of Libraries used in Stack Overflow Code Snippets.,2021,5,10.1109/MSR52588.2021.00046
Test coverage in python programs.,2019,5,10.1109/MSR.2019.00027
An initial study of the growth of eclipse defects.,2008,4,10.1145/1370750.1370785
MSR 2012 keynote: Software analytics in practice - Approaches and experiences.,2012,,10.1109/MSR.2012.6224292
A green miner's dataset: mining the impact of software change on energy consumption.,2014,4,10.1145/2597073.2597130
Does Generative AI Generate Smells Related to Container Orchestration?: An Exploratory Study with Kubernetes Manifests.,2024,5,10.1145/3643991.3645079
On the Shoulders of Giants: A New Dataset for Pull-based Development Research.,2020,5,10.1145/3379597.3387489
Enhancing Performance Bug Prediction Using Performance Code Metrics.,2024,13,10.1145/3643991.3644920
Connecting technology with real-world problems - from copy-paste detection to detecting known bugs: (keynote abstract).,2011,,10.1145/1985441.1985444
An empirical study of multiple names and email addresses in OSS version control repositories.,2019,12,10.1109/MSR.2019.00068
Mea culpa: How developers fix their own simple bugs differently from other developers.,2021,5,10.1109/MSR52588.2021.00065
A dataset for dynamic discovery of semantic changes in version controlled software histories.,2017,4,10.1109/MSR.2017.49
Multi-extract and multi-level dataset of mozilla issue tracking history.,2016,4,10.1145/2901739.2903502
Mining the Usage of Reactive Programming APIs: A Study on GitHub and Stack Overflow.,2022,12,10.1145/3524842.3527966
Mining Workspace Updates in CVS.,2007,,10.1109/MSR.2007.22
Mining additions of method calls in ArgoUML.,2006,2,10.1145/1137983.1138025
Mining version archives for co-changed lines.,2006,4,10.1145/1137983.1138001
Do not trust build results at face value: an empirical study of 30 million CPAN builds.,2017,11,10.1109/MSR.2017.7
Which Non-functional Requirements Do Developers Focus On? An Empirical Study on Stack Overflow Using Topic Analysis.,2015,4,10.1109/MSR.2015.60
